Column,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,department,objectName,title,culture,period,artistDisplayBio,artistAlphaSort,artistNationality,artistGender,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,classification,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
21,39569.0,False,1973.120.3,1973,True,https://images.metmuseum.org/CRDImages/as/original/DP213003_CRD.jpg,Asian Art,Handscroll,Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,China,Ming dynasty (1368–1644),,Unidentified artist,,,early 15th century,1400.0,1433.0,"Handscroll; ink, color, and gold on silk","Image: 11 1/4 in. × 39 ft. 3 in. (28.6 × 1196.3 cm)
Overall with mounting: 11 1/2 in. × 50 ft. 8 1/16 in. (29.2 × 1544.5 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 28.6, 'Width': 1196.3424}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 29.2, 'Width': 1544.4818}}]","Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",Paintings,2025-12-03T04:55:40.143Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39569,"[{'term': 'Tents', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005694', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q170544'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",https://www.wikidata.org/wiki/Q78871177,False,210
22,41483.0,False,1979.499a–l,1979,True,https://images.metmuseum.org/CRDImages/as/original/DP154033.jpg,Asian Art,Album,Landscapes and trees,China,Qing dynasty (1644–1911),"Chinese, 1619–1689",Gong Xian,Chinese,,ca. 1679,1669.0,1689.0,Album of twelve leaves; ink on paper,Image (each leaf): 6 1/4 x 7 1/2 in. (15.9 x 19.1 cm),"[{'elementName': 'Image', 'elementDescription': 'each leaf', 'elementMeasurements': {'Height': 15.875031, 'Width': 19.050037}}]","From the P. Y. and Kinmay W. Tang Family Collection, Gift of Wen and Constance Fong, in honor of Mr. and Mrs. Douglas Dillon, 1979",Paintings,2025-12-04T04:49:36.127Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/41483,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78853832,True,
23,40454.0,False,1985.227.2,1985,True,https://images.metmuseum.org/CRDImages/as/original/DP213969_CRD.jpg,Asian Art,Handscroll,Beneficent Rain,China,Yuan dynasty (1271–1368),"Chinese, died 1316",Zhang Yucai,Chinese,,late 13th–early 14th century,1268.0,1316.0,Handscroll; ink on silk,"Image: 10 9/16 x 107 in. (26.8 x 271.8 cm)
Overall with mounting: 11 in. x 24 ft. 11 13/16 in. (27.9 x 753.9 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 27.9401, 'Width': 753.9053}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 26.8288, 'Width': 271.7805}}]","Gift of Douglas Dillon, 1985",Paintings,2025-10-06T04:51:04.6Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40454,"[{'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}]",https://www.wikidata.org/wiki/Q78856192,True,
24,36090.0,False,64.268.2,1964,True,https://images.metmuseum.org/CRDImages/as/original/DP153914.jpg,Asian Art,Album leaf,"White Crane Mountain, leaf from Album for Zhou Lianggong",China,Qing dynasty (1644–1911),"Chinese, active ca. 1640–1673",Ye Xin,Chinese,,datable to 1654–55,1654.0,1655.0,Leaf from a collective album of many leaves; ink and color on paper,9 3/4 x 13 in. (24.8 x 33 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 24.8, 'Width': 33}}]","Seymour Fund, 1964",Paintings,2025-10-24T04:51:05.727Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/36090,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78922582,False,
25,36024.0,False,13.220.116,1913,True,https://images.metmuseum.org/CRDImages/as/original/DP-16369-002.jpg,Asian Art,Hanging scroll,Recluse gazing at a waterfall,China,Ming dynasty (1368–1644),"Chinese, active ca. 1531–1585",Ju Jie,Chinese,,1559,1559.0,1559.0,Hanging scroll; ink on paper,43 1/2 x 9 3/4 in. (110.5 x 24.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 110.5, 'Width': 24.8}}]","John Stewart Kennedy Fund, 1913",Paintings,2025-10-25T04:51:59.88Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/36024,"[{'term': 'Waterfalls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008736', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34038'}]",https://www.wikidata.org/wiki/Q78998035,False,
26,48950.0,False,1986.266.5a–k,1986,True,https://images.metmuseum.org/CRDImages/as/original/DT8375.jpg,Asian Art,Album,Landscapes after old masters,China,Ming dynasty (1368–1644),"Chinese, 1555–1636","Dong, Qichang",Chinese,,dated 1630,1630.0,1630.0,Album of eight leaves; ink on paper,Image (each): 9 5/8 x 6 5/16 in. (24.4 x 16 cm),"[{'elementName': 'Other', 'elementDescription': 'incl. mounting', 'elementMeasurements': {'Height': 30.5, 'Width': 20.3}}, {'elementName': 'Image', 'elementDescription': 'each', 'elementMeasurements': {'Height': 24.44755, 'Width': 16.033783}}]","Edward Elliott Family Collection, Gift of Douglas Dillon, 1986",Paintings,2025-12-04T04:49:36.127Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/48950,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78833581,True,
27,39931.0,False,1989.142a–l,1989,True,https://images.metmuseum.org/CRDImages/as/original/DP160517.jpg,Asian Art,Album,Landscapes,China,Qing dynasty (1644–1911),"Chinese, 1621–1693",DAI BENXIAO,Chinese,,late 17th century,1667.0,1693.0,Album of twelve leaves; ink on paper,Each: 8 7/16 × 6 9/16 in. (21.4 × 16.7 cm),"[{'elementName': 'Overall', 'elementDescription': 'each', 'elementMeasurements': {'Height': 21.4, 'Width': 16.7}}]","Purchase, The Dillon Fund Gift, 1989",Paintings,2025-11-12T04:51:24.09Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39931,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78867677,False,
28,773265.0,False,2018.204,2018,False,,Asian Art,Handscroll,Winter Landscape after Wang Hui’s Interpretation of Shen Zhou,China,,"Chinese, born 1937","Fu, Shen C. Y.",Chinese,,1962,1962.0,1962.0,Handscroll; ink on paper,Image: 13 3/8 in. × 11 ft. 8 15/16 in. (34 × 358 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 34, 'Width': 358}}, {'elementName': 'Overall', 'elementDescription': 'rolled', 'elementMeasurements': {'Diameter': 6.985014, 'Height': 34.60757}}]","Gift of the artist, 2018",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/773265,,https://www.wikidata.org/wiki/Q126119859,False,
29,853190.0,False,2021.398.9,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-24140-002.jpg,Asian Art,Hanging scroll,Bestowing the Buddhist Name “Fumyō”,Japan,Muromachi period (1392–1573),"Japanese, 1394–1428",Ichidon Shōzui,Japanese,,1425,1425.0,1425.0,Hanging scroll; ink on paper,"Image: 36 1/8 in. × 14 in. (91.8 × 35.6 cm)
Overall with mounting: 67 1/4 × 14 1/2 in. (170.8 × 36.8 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 91.75768, 'Width': 35.56007}}, {'elementName': 'Storage', 'elementDescription': 'Box', 'elementMeasurements': {'Height': 7.620015, 'Length': 44.132587, 'Width': 7.620015}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 170.81534, 'Width': 36.830074}}]","Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2021",Calligraphy,2025-10-22T04:50:15.297Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/853190,,,False,
30,44759.0,False,1985.121a–l,1985,True,https://images.metmuseum.org/CRDImages/as/original/1985_121_A_sf.jpg,Asian Art,Album,"Landscapes, Figures, and Flowers",China,Ming dynasty (1368–1644),"Chinese, 1598/99–1652",Chen Hongshou,Chinese,,dated 1618–22,1618.0,1622.0,Album of twelve leaves; ink and color on paper,"Image: 8 3/4 × 3 5/8 in. (22.2 × 9.2 cm)
Inscription: 8 3/4 × 3 5/8 in. (22.2 × 9.2 cm)","[{'elementName': 'Overall', 'elementDescription': 'Inscription', 'elementMeasurements': {'Height': 22.225044, 'Width': 9.207519}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 22.225044, 'Width': 9.207519}}, {'elementName': 'Mat', 'elementDescription': None, 'elementMeasurements': {'Height': 31.750063, 'Width': 31.750063}}, {'elementName': 'Overall', 'elementDescription': 'leaf', 'elementMeasurements': {'Height': 28.575058, 'Width': 30.797562}}]","Purchase, Friends of Far Eastern Art Gifts, 1985",Paintings,2025-11-14T04:52:10.177Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/44759,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78851677,False,
31,72774.0,False,2005.509.12,2005,False,,Asian Art,Handscroll,Seventeen Letters,China,Republic period (1912–49),"Chinese, 1895–1953",Xu Beihong,Chinese,,dated 1938–48,1938.0,1948.0,Handscroll; ink on paper,Overall: 12 11/16 x 365 3/8 in. (32.3 x 928 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 32.3, 'Width': 928}}]","The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",Calligraphy,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72774,,,False,
32,45652.0,False,1973.121.4,1973,True,https://images.metmuseum.org/CRDImages/as/original/DP213279_CRD.jpg,Asian Art,Handscroll,Cloudy Mountains,China,Yuan (1271–1368),"Chinese, ca. 1301–ca. 1392",Fang Congyi,Chinese,,ca. 1360–70,1360.0,1370.0,Handscroll; ink and color on paper,"Image: 10 3/8 × 57 in. (26.4 × 144.8 cm)
Overall with mounting: 10 5/8 in. × 28 ft. 1/4 in. (27 × 854.1 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 26.9876, 'Width': 854.0767}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 26.3526, 'Width': 144.7803}}]","Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",Paintings,2025-10-21T13:08:39.33Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/45652,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78844838,True,
33,40509.0,False,1989.363.30,1989,True,https://images.metmuseum.org/CRDImages/as/original/DP-24438-009.jpg,Asian Art,Handscroll,Four anecdotes from the life of Wang Xizhi,China,Yuan dynasty (1271–1368),"Chinese, 1254–1322",Zhao Mengfu,Chinese,,1310s,1310.0,1319.0,Handscroll; ink on paper,"Image: 9 5/8 x 46 1/16 in. (24.4 x 117 cm)
Overall with mounting: 10 7/16 in. x 27 ft. 1 1/8 in. (26.5 x 851.2 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 26.5113, 'Width': 851.2192}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 24.4475, 'Width': 116.999}}, {'elementName': 'Overall', 'elementDescription': 'storage box', 'elementMeasurements': {'Depth': 6.985014, 'Height': 7.620015, 'Width': 28.892557}}]","Bequest of John M. Crawford Jr., 1988",Calligraphy,2025-11-12T04:51:24.09Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40509,,https://www.wikidata.org/wiki/Q83562253,True,
34,40105.0,False,1989.363.17,1989,True,https://images.metmuseum.org/CRDImages/as/original/DT6277_CRD.jpg,Asian Art,Handscroll,Poem of Farewell to Liu Man,China,Yuan dynasty (1271–1368),"Khitan, 1190–1244",YELÜ CHUCAI,Khitan,,dated 1240,1230.0,1250.0,Handscroll; ink on paper,"Image: 14 1/2 x 111 3/4 in. (36.8 x 283.8 cm)
Overall with mounting: 15 in. x 37 ft. 7 11/16 in. (38.1 x 1147.3 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 38.1001, 'Width': 1147.2885}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 36.8301, 'Width': 283.8456}}]","Bequest of John M. Crawford Jr., 1988",Calligraphy,2025-11-12T04:51:24.09Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40105,"[{'term': 'Poetry', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055931', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q482'}, {'term': 'Calligraphy', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266660', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12681'}]",https://www.wikidata.org/wiki/Q83562248,True,
35,39895.0,False,1996.479a–c,1996,True,https://images.metmuseum.org/CRDImages/as/original/DP151528.jpg,Asian Art,Handscrolls,The Classic of Filial Piety,China,Northern Song dynasty (960–1127),"Chinese, ca. 1041–1106",Li Gonglin,Chinese,,ca. 1085,1075.0,1095.0,Handscroll; ink and color on silk,"Overall (a, painting): 8 5/8 x 187 1/4 in. (21.9 x 475.6 cm)
Overall (b, colophons): 10 3/8 x 208 5/8 in. (26.4 x 529.9 cm)
Overall (c, modern copy preserving seventeenth century silk restorations): 9 1/8 x 196 in. (23.2 x 497.8 cm)","[{'elementName': 'Overall', 'elementDescription': 'a, painting', 'elementMeasurements': {'Height': 21.9, 'Width': 475.6}}, {'elementName': 'Overall', 'elementDescription': 'c, modern copy preserving seventeenth century silk restorations', 'elementMeasurements': {'Height': 23.2, 'Width': 497.841}}, {'elementName': 'Overall', 'elementDescription': 'b, colophons', 'elementMeasurements': {'Height': 26.4, 'Width': 529.90857}}]","Ex coll.: C. C. Wang Family, From the P. Y. and Kinmay W. Tang Family Collection, Gift of Oscar L. Tang Family, 1996",Paintings,2025-10-20T04:51:47.577Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39895,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q78868203,True,
36,856024.0,False,2024.555.3,2024,False,,Asian Art,Painting,Nymph of the Luo,China,,"Chinese, 1884–1935",Yu Ming,Chinese,,Inscription dated 1942,1942.0,1942.0,Hanging scroll; ink and color on paper,"Image: 50 1/2 × 13 1/4 in. (128.3 × 33.7 cm)
Overall with mounting: 92 × 21 1/4 in. (233.7 × 54 cm)
Overall with knobs: 92 × 25 in. (233.7 × 63.5 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 233.68047, 'Width': 63.500126}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 233.68047, 'Width': 53.97511}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 128.3, 'Width': 33.655067}}]","Gift of Jack and Susy Wadsworth, 2024",Paintings,2025-10-06T04:51:04.6Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/856024,,,False,
37,40512.0,False,1989.363.29,1989,True,https://images.metmuseum.org/CRDImages/as/original/DP230507_CRD.jpg,Asian Art,Handscroll,Song of the Stone Drums,China,Yuan dynasty (1271–1368),"Chinese, 1246–1302",Xianyu Shu,,,dated 1301,1301.0,1301.0,Handscroll; ink on paper,"Image: 17 11/16 in. x 15 ft. 1 1/16 in. (44.9 x 459.9 cm)
Overall with mounting: 18 in. x 38 ft. 11 3/16 in. (45.7 x 1186.7 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 45.7201, 'Width': 1186.6586}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 44.9263, 'Width': 459.8997}}, {'elementName': 'Overall', 'elementDescription': 'storage box', 'elementMeasurements': {'Depth': 7.9375157, 'Height': 8.572517, 'Width': 47.625095}}]","Bequest of John M. Crawford Jr., 1988",Calligraphy,2025-11-12T04:51:24.09Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40512,,,False,
38,72263.0,False,69.242.8–.15,1969,True,https://images.metmuseum.org/CRDImages/as/original/DP160995.jpg,Asian Art,Album,Landscapes,China,Qing dynasty (1644–1911),"Chinese, 1616–after 1694",Fan Qi,Chinese,,dated 1646,1646.0,1646.0,Album of eight leaves; ink and color on paper,Each leaf: 6 5/8 x 8 in. (16.8 x 20.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 16.8, 'Width': 20.3}}]","The Sackler Fund, 1969",Paintings,2025-11-08T04:50:58.143Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72263,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78715094,False,
39,72262.0,False,69.242.1–.6,1969,True,https://images.metmuseum.org/CRDImages/as/original/DP160989.jpg,Asian Art,Album,Landscapes after Tang-dynasty poems,China,Ming dynasty (1368–1644),"Chinese, active ca. 1615–ca. 1640",Sheng Maoye,,,mid-17th century,1634.0,1666.0,Album of six paintings; ink and color on silk,".1: 11 1/4 x 12 in. (28.6 x 30.5 cm)
.2: 11 1/4 x 12 in. (28.6 x 30.5 cm)
.3: 11 5/8 x 12 in. (29.5 x 30.5 cm)
.4: 11 1/4 x 12 in. (28.6 x 30.5 cm)
.5: 11 7/8 x 12 in. (30.2 x 30.5 cm)
.6: 11 5/8 x 12 in. (29.5 x 30.5 cm)","[{'elementName': 'Other', 'elementDescription': '.4', 'elementMeasurements': {'Height': 28.5751, 'Width': 30.4801}}, {'elementName': 'Other', 'elementDescription': '.3', 'elementMeasurements': {'Height': 29.5276, 'Width': 30.4801}}, {'elementName': 'Overall', 'elementDescription': '.1', 'elementMeasurements': {'Height': 28.6, 'Width': 30.5}}, {'elementName': 'Other', 'elementDescription': '.2', 'elementMeasurements': {'Height': 28.5751, 'Width': 30.4801}}, {'elementName': 'Other', 'elementDescription': '.6', 'elementMeasurements': {'Height': 29.5276, 'Width': 30.4801}}, {'elementName': 'Other', 'elementDescription': '.5', 'elementMeasurements': {'Height': 30.1626, 'Width': 30.4801}}]","The Sackler Fund, 1969",Paintings,2025-11-08T04:50:58.143Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72262,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",https://www.wikidata.org/wiki/Q78715164,False,
